card_id,review_time,review_rating,review_state,review_duration
29,1704602421636,3,2,0
29,1704602422146,3,2,0
29,1705121295344,3,2,0
29,1705723740169,3,2,0
29,1706692724599,4,2,2000
30,1703047868219,4,0,0
30,1703652532711,4,2,0
31,1703047977610,4,0,0
31,1703652808218,4,2,0
32,1703048049909,4,0,0
32,1703652857285,4,2,0
33,1703047971046,1,0,0
33,1703048191728,4,1,0
33,1703314578209,4,2,0
33,1704602709879,1,2,0
33,1704602781020,3,3,0
33,1705034572090,3,2,0
33,1705723732296,4,2,0
34,1703048372004,1,0,0
34,1703048424276,4,1,0
34,1703314750339,1,2,0
34,1703327475575,4,3,0
34,1703551888765,4,2,0
34,1704207468202,4,2,0
35,1703047577420,4,0,0
35,1703652707989,4,2,0
36,1703048064741,4,0,0
36,1703652908006,4,2,0
37,1703047552687,4,0,0
37,1703652638240,4,2,0
38,1703048375686,4,0,0
38,1703652973857,4,2,0
39,1703047565568,4,0,0
39,1703652693034,4,2,0
40,1703047573584,4,0,0
40,1703652698014,4,2,0
41,1703048083267,4,0,0
41,1703652923881,4,2,0
42,1703048418633,4,0,0
42,1703653027861,4,2,0
43,1703048006553,4,0,0
43,1703652847805,4,2,0
44,1703048416395,1,0,0
44,1703048442135,4,1,0
44,1703314763053,4,2,0
44,1704602725862,4,2,0
45,1703047690002,1,0,0
45,1703048162874,1,1,0
45,1703048436580,1,1,0
45,1703048476451,1,1,0
45,1703048497454,3,1,0
45,1703314418392,4,2,0
45,1704602683943,4,2,0
46,1703048053445,4,0,0
46,1703652863948,1,2,0
46,1703653170404,3,3,0
46,1703918827194,4,2,0
46,1703918852554,0,2,0
46,1704089704209,4,0,0
46,1704709063988,4,2,0
47,1703047975019,4,0,0
47,1703652796961,4,2,0
48,1703047579055,4,0,0
48,1703652711967,4,2,0
49,1703048068501,4,0,0
49,1703652916242,4,2,0
50,1703048409665,4,0,0
50,1703653025546,3,2,0
50,1705552461658,4,2,0
51,1703047989044,4,0,0
51,1703652823318,4,2,0
52,1703048172205,4,0,0
52,1703652941290,4,2,0
53,1703048004536,4,0,0
53,1703652845041,4,2,0
54,1703047982811,4,0,0
54,1703652810526,4,2,0
55,1703048420965,4,0,0
55,1703653034329,4,2,0
56,1703048056137,4,0,0
56,1703652879309,4,2,0
57,1703047973011,4,0,0
57,1703652784742,4,2,0
58,1703048194996,4,0,0
58,1703652944435,4,2,0
59,1703047991149,4,0,0
59,1703652831467,2,2,0
59,1704775441591,3,2,0
60,1703048058084,4,0,0
60,1703652893710,3,2,0
60,1705639140173,4,2,0
61,1703047550990,4,0,0
61,1703652635709,4,2,0
62,1703048159418,4,0,0
62,1703652930078,4,2,0
63,1703048073010,1,0,0
63,1703048374049,4,1,0
63,1703314580860,4,2,0
63,1704257029093,4,2,0
64,1703047561557,4,0,0
64,1703652645618,3,2,0
64,1705639137606,4,2,0
65,1703047544701,4,0,0
65,1703652584843,4,2,0
66,1703048407513,4,0,0
66,1703653011442,4,2,0
66,1703653011791,4,2,0
67,1703047984995,4,0,0
67,1703652818583,4,2,0
68,1703048164993,4,0,0
68,1703652935019,4,2,0
69,1703047556502,3,0,0
69,1703048378767,4,1,0
69,1703501313450,4,2,0
69,1706158155904,3,2,0
70,1703048215106,4,0,0
70,1703652948527,4,2,0
71,1703047572216,1,0,0
71,1703048149203,1,1,0
71,1703048434146,1,1,0
71,1703048462064,1,1,0
71,1703048462139,1,1,0
71,1703048494610,1,1,0
71,1703048516747,1,1,0
71,1703048526247,1,1,0
71,1703048526599,1,1,0
71,1703048534978,1,1,0
71,1703048545832,1,1,0
71,1703048549788,3,1,0
71,1703314465323,1,2,0
71,1703314768280,1,3,0
71,1703327512551,1,3,0
71,1703501212244,1,3,0
71,1703501737735,1,3,0
71,1703503119794,1,3,0
71,1703503512654,1,3,0
71,1703503585404,1,3,0
71,1703503660736,1,3,0
71,1703503727693,2,3,0
71,1703503992161,1,3,0
71,1703504016451,2,3,0
71,1703504036477,3,3,0
71,1703653222004,1,2,0
71,1703653496005,1,3,0
71,1703653531663,1,3,0
71,1703653548165,1,3,0
71,1703653566108,1,3,0
71,1703653582226,1,3,0
71,1703653591172,1,3,0
71,1703653597642,3,3,0
71,1703918465159,1,2,0
71,1703918771720,3,3,0
71,1704095616094,1,2,0
71,1704095933301,1,3,0
71,1704096047948,1,3,0
71,1704096082542,1,3,0
71,1704096676859,4,3,0
71,1704343262196,1,2,0
71,1704343345504,3,3,0
71,1704528346055,3,2,0
71,1704775478014,3,2,0
71,1705034564819,4,2,0
71,1705552452604,3,2,0
71,1706422788295,4,2,0
72,1703048134215,1,0,0
72,1703048396328,1,1,0
72,1703048456783,4,1,0
72,1703314765499,3,2,0
72,1703737011313,3,2,0
72,1704947538793,4,2,0
73,1703048009029,4,0,0
73,1703652849989,4,2,0
74,1703060449060,4,0,0
74,1703653080047,4,2,0
75,1703060439751,1,0,0
75,1703060455507,1,1,0
75,1703060458580,3,1,0
75,1703314469801,4,2,0
75,1704090496447,1,2,0
75,1704090814951,1,3,0
75,1704091106941,1,3,0
75,1704095507019,1,3,0
75,1704095827296,1,3,0
75,1704096036207,1,3,0
75,1704096079729,2,3,0
75,1704096769876,1,3,0
75,1704097099439,4,3,0
75,1704602411019,2,2,0
75,1704947563400,2,2,0
75,1705381226767,3,2,0
75,1706244478360,3,2,0
76,1703060427580,4,0,0
76,1703653045491,4,2,0
77,1703060444715,4,0,0
77,1703653062073,3,2,0
77,1705293324062,4,2,0
78,1703060447253,4,0,0
78,1703653064292,4,2,0
79,1703060450465,4,0,0
79,1703653086948,4,2,0
80,1703060433315,4,0,0
80,1703653050037,3,2,0
80,1705552463695,4,2,0
81,1703060435891,4,0,0
81,1703653052695,4,2,0
82,1703060451888,4,0,0
82,1703653118498,4,2,0
83,1703060442213,4,0,0
83,1703653055109,4,2,0
84,1703134182087,4,0,0
84,1703738912991,4,2,0
85,1703134173959,3,0,0
85,1703134397556,4,1,0
85,1703499357458,4,2,0
85,1705723784213,2,2,0
86,1703120618392,4,0,0
86,1703652229031,4,2,0
87,1703134077072,4,0,0
87,1703738761866,4,2,0
88,1703134205966,4,0,0
88,1703738921806,4,2,0
89,1703131930689,4,0,0
89,1703738708034,4,2,0
90,1703134231344,4,0,0
90,1703738976143,4,2,0
91,1703134051223,4,0,0
91,1703738723712,3,2,0
91,1705381303657,4,2,0
92,1703134203934,4,0,0
92,1703738917109,4,2,0
93,1703120624602,4,0,0
93,1703653263676,3,2,0
93,1705552465591,4,2,0
94,1705924557932,4,2,0
94,1703131956404,4,0,0
94,1703738713469,3,2,0
95,1703134220522,4,0,0
95,1703738968612,3,2,0
95,1705466252241,4,2,0
96,1703134227565,1,0,0
96,1703134310958,4,1,0
96,1703499833350,4,2,0
96,1704709157337,4,2,0
97,1703131916256,4,0,0
97,1703738693313,4,2,0
98,1703134194014,1,0,0
98,1703134295353,1,1,0
98,1703134376995,1,1,0
98,1703134381806,3,1,0
98,1703314515896,1,2,0
98,1703314827970,4,3,0
98,1703551876157,4,2,0
98,1704095859897,3,2,0
98,1705293343561,1,2,0
98,1705293348050,3,3,0
98,1705552442079,4,2,0
98,1706336095780,4,2,0
99,1703131833478,4,0,0
99,1703737087120,4,2,0
100,1703134229599,4,0,0
100,1703738974101,4,2,0
101,1703120628571,4,0,0
101,1703653279587,4,2,0
101,1703653279756,4,2,0
102,1703134211102,4,0,0
102,1703738928806,4,2,0
103,1703131845109,4,0,0
103,1703737097976,4,2,0
104,1703134238952,4,0,0
104,1703738980984,4,2,0
105,1703120545235,4,0,0
105,1703120546028,4,2,0
105,1703120546088,4,2,0
105,1703918750694,3,2,0
105,1706337231339,4,2,0
106,1703134236245,4,0,0
106,1703738978628,4,2,0
107,1703120622343,4,0,0
107,1703653247713,4,2,0
108,1703134208898,4,0,0
108,1703738926638,4,2,0
109,1703120631681,4,0,0
109,1703653286345,4,2,0
110,1703131952867,4,0,0
110,1703738709953,4,2,0
111,1703134189881,4,0,0
111,1703738690736,4,2,0
112,1703134180066,4,0,0
112,1703738908340,4,2,0
113,1703131958721,4,0,0
113,1703738716089,3,2,0
113,1705811239734,3,2,0
114,1706071306362,3,2,0
114,1703134198540,1,0,0
114,1703134300805,3,1,0
114,1703314493310,1,2,0
114,1703314797628,1,3,0
114,1703499360450,4,3,0
114,1703739246525,3,2,0
114,1704008620058,2,2,0
114,1704427519251,3,2,0
114,1704894146807,4,2,0
115,1703131838842,4,0,0
115,1703737090517,4,2,0
115,1703737095598,4,2,0
116,1703134187727,4,0,0
116,1703738914907,4,2,0
117,1703134201920,1,0,0
117,1703134306465,2,1,0
117,1703134403170,4,1,0
117,1703501215038,4,2,0
117,1704894536524,2,2,0
118,1703131927943,4,0,0
118,1703738697795,1,2,0
118,1703739407966,4,3,0
118,1704091131619,4,2,0
118,1705984722905,4,2,0
119,1703134177579,4,0,0
119,1703738902245,4,2,0
120,1703134053961,4,0,0
120,1703738729051,4,2,0
121,1703120633482,4,0,0
121,1703653290556,4,2,0
122,1703134353065,3,0,0
122,1703134408389,3,1,0
122,1703501305506,4,2,0
122,1705924708435,4,2,0
123,1703134046206,4,0,0
123,1703738720117,4,2,0
124,1703134269836,1,0,0
124,1703134333747,2,1,0
124,1703134405537,3,1,0
124,1703314540706,3,2,0
124,1703653042477,3,2,0
124,1704529432928,3,2,0
124,1706506917907,1,2,0
124,1706514393964,4,3,0
125,1703134059608,4,0,0
125,1703738734390,4,2,0
126,1703134327937,4,0,0
126,1703739063376,4,2,0
127,1703134335777,4,0,0
127,1703739125875,4,2,0
128,1703120611971,1,0,0
128,1703131836359,4,1,0
128,1703499363966,3,2,0
128,1704095658775,3,2,0
128,1705233442732,1,2,0
128,1705233630113,4,3,0
128,1705639168254,4,2,0
128,1706692778647,4,2,2000
129,1703120672949,1,0,0
129,1703131827872,3,1,0
129,1703314475061,4,2,0
129,1704095641052,4,2,0
130,1703134326093,4,0,0
130,1703739054762,3,2,0
130,1705466316894,3,2,0
131,1706692807926,3,2,3000
131,1703134074577,1,0,0
131,1703134139489,2,1,0
131,1703134394898,1,1,0
131,1703134400657,3,1,0
131,1703314529688,4,2,0
131,1704095645203,1,2,0
131,1704095970350,1,3,0
131,1704096061035,4,3,0
131,1704427766172,3,2,0
131,1705121286813,3,2,0
132,1703134312720,4,0,0
132,1703739004426,4,2,0
133,1703134057236,4,0,0
133,1703738732049,4,2,0
134,1703131912997,4,0,0
134,1703737139018,4,2,0
135,1703134338511,4,0,0
135,1703739132518,2,2,0
135,1704688278164,4,2,0
136,1703134356613,4,0,0
136,1703739202318,4,2,0
137,1703134102017,3,0,0
137,1703134379575,4,1,0
137,1703501338698,4,2,0
137,1705984736804,4,2,0
138,1705381309688,4,2,0
138,1703134318169,4,0,0
138,1703739022914,3,2,0
139,1703134340711,4,0,0
139,1703739140424,3,2,0
139,1703739146399,3,2,0
139,1705466319191,4,2,0
140,1703134359133,4,0,0
140,1703739206104,2,2,0
140,1704602539234,4,2,0
141,1703134113872,4,0,0
141,1703738823051,4,2,0
142,1703134092769,4,0,0
142,1703738799929,3,2,0
142,1705639127854,4,2,0
143,1703134088447,4,0,0
143,1703738794670,4,2,0
144,1703134346407,4,0,0
144,1703739191323,4,2,0
145,1703134320322,4,0,0
145,1703739034746,4,2,0
146,1703134085273,4,0,0
146,1703738782797,4,2,0
147,1703131808923,4,0,0
147,1703737016196,4,2,0
148,1703134090305,4,0,0
148,1703738796508,4,2,0
149,1703134110895,4,0,0
149,1703738819671,4,2,0
150,1703134297488,4,0,0
150,1703738986371,4,2,0
151,1703134308675,4,0,0
151,1703738999645,3,2,0
151,1705466314254,4,2,0
152,1705924527411,3,2,0
152,1703131864736,4,0,0
152,1703737100119,3,2,0
153,1703134079619,4,0,0
153,1703738764498,4,2,0
154,1703134348766,4,0,0
154,1703739193472,4,2,0
155,1703134081676,4,0,0
155,1703738767015,4,2,0
156,1703134323020,4,0,0
156,1703739046267,1,2,0
156,1703739482893,4,3,0
156,1704091133848,4,2,0
156,1706244570415,4,2,0
157,1703134122962,4,0,0
157,1703738836094,4,2,0
158,1703134166831,4,0,0
158,1703738872795,3,2,0
158,1705639132173,3,2,0
159,1703134131525,4,0,0
159,1703738870064,4,2,0
160,1703134104333,4,0,0
160,1703738815961,3,2,0
160,1705723737105,4,2,0
161,1703134314950,4,0,0
161,1703739018133,4,2,0
162,1703134120834,1,0,0
162,1703134185239,3,1,0
162,1703314480129,4,2,0
162,1704257025946,3,2,0
162,1706613328360,4,2,6000
163,1703134094819,4,0,0
163,1703738809142,4,2,0
164,1703134115909,4,0,0
164,1703738827633,4,2,0
165,1703134302787,4,0,0
165,1703738988333,4,2,0
166,1703134170222,1,0,0
166,1703134234197,1,1,0
166,1703134362555,4,1,0
166,1703500606680,4,2,0
166,1704709181874,4,2,0
167,1703134135707,3,0,0
167,1703134385289,4,1,0
167,1703501302883,3,2,0
167,1704529525727,4,2,0
168,1703134083565,4,0,0
168,1703738780897,4,2,0
169,1703134128219,4,0,0
169,1703738850482,3,2,0
169,1705466312123,4,2,0
170,1705552457027,4,2,0
170,1703134330753,4,0,0
170,1703739123823,3,2,0
171,1703134124982,4,0,0
171,1703738847580,4,2,0
172,1703134342980,4,0,0
172,1703739181602,3,2,0
172,1705723743440,3,2,0
173,1703314498113,4,0,0
173,1703918581278,4,2,0
174,1703327472231,4,0,0
174,1704090722772,4,2,0
175,1703314538034,4,0,0
175,1704008543281,3,2,0
175,1706158091988,4,2,0
176,1703323102180,4,0,0
176,1703918173157,4,2,0
177,1703503318094,4,0,0
177,1704095791012,2,2,0
177,1705233444260,4,2,0
178,1705381245000,3,2,0
178,1703327478051,4,0,0
178,1704090725771,1,2,0
178,1704091090845,3,3,0
178,1704343179963,2,2,0
178,1704602463076,3,2,0
179,1703314833724,4,0,0
179,1704008551809,4,2,0
180,1703503353072,3,0,0
180,1703503725306,4,1,0
180,1703825722942,4,2,0
180,1705552459441,4,2,0
181,1703323096983,4,0,0
181,1703918708163,2,2,0
181,1704947590069,4,2,0
182,1703501299512,4,0,0
182,1704095688358,3,2,0
182,1705924658320,4,2,0
183,1706071239418,4,2,0
183,1703501975213,4,0,0
183,1704090857300,1,2,0
183,1704095365217,4,3,0
183,1704427745521,4,2,0
184,1703501773370,4,0,0
184,1704207258813,4,2,0
185,1703501680337,4,0,0
185,1704095729735,4,2,0
186,1703501977847,4,0,0
186,1704089712604,4,2,0
187,1703501747891,4,0,0
187,1704207255671,4,2,0
188,1703501782810,4,0,0
188,1704095734659,4,2,0
189,1703502160524,4,0,0
189,1704207325392,3,2,0
189,1706156219734,4,2,0
190,1703501767824,1,0,0
190,1703502148612,4,1,0
190,1703739271317,4,2,0
190,1704602543280,1,2,0
190,1704602778207,4,3,0
190,1705121323480,4,2,0
191,1703327522015,4,0,0
191,1704008561173,4,2,0
192,1703314831250,1,0,0
192,1703323075473,1,1,0
192,1703499355040,1,1,0
192,1703501660080,4,1,0
192,1703739264924,1,2,0
192,1703739569712,1,3,0
192,1703739766508,4,3,0
192,1704024366165,4,2,0
192,1704602743884,1,2,0
192,1704602784602,3,3,0
192,1704894165292,1,2,0
192,1704894549552,2,3,0
192,1704894571306,4,3,0
192,1705125835237,4,2,0
192,1705466493680,3,2,0
192,1705984717366,1,2,0
192,1705984759090,3,3,0
192,1706244021621,1,2,0
192,1706244761165,4,3,0
192,1706244769974,4,2,0
192,1706613517763,4,2,13000
193,1703323072426,4,0,0
193,1703918658500,4,2,0
194,1703501796973,1,0,0
194,1703502163457,4,1,0
194,1703739284196,1,2,0
194,1703739597745,4,3,0
194,1704024216612,1,2,0
194,1704090537924,1,3,0
194,1704090883528,3,3,0
194,1704257011365,2,2,0
194,1704427412745,4,2,0
194,1704773653375,4,2,0
194,1705639061189,3,2,0
195,1705293340122,3,2,0
195,1703501955573,1,0,0
195,1703502173580,1,1,0
195,1703503503550,1,1,0
195,1703503581133,1,1,0
195,1703503641240,1,1,0
195,1703503691738,1,1,0
195,1703503748997,1,1,0
195,1703503759690,1,1,0
195,1703503765489,1,1,0
195,1703503771675,3,1,0
195,1703653174299,3,2,0
195,1703918943393,4,2,0
196,1703314423651,4,0,0
196,1703918570528,1,2,0
196,1703918976711,3,3,0
196,1704207241514,4,2,0
196,1705924715471,4,2,0
197,1703503116480,4,0,0
197,1704095738664,4,2,0
198,1703314408539,4,0,0
198,1704090640216,1,2,0
198,1704090946108,2,3,0
198,1704095538084,3,3,0
198,1704343246712,3,2,0
198,1705034074854,4,2,0
199,1703501745055,4,0,0
199,1704095732928,4,2,0
200,1703314495599,4,0,0
200,1704008503384,4,2,0
201,1703327514668,4,0,0
201,1704090755319,4,2,0
202,1703503306030,1,0,0
202,1703503507563,2,1,0
202,1703503781078,4,1,0
202,1703739363138,1,2,0
202,1703739725066,4,3,0
202,1704024352894,3,2,0
202,1704343315688,4,2,0
202,1705466260141,4,2,0
203,1703503162402,4,0,0
203,1704207326743,4,2,0
204,1703314810467,1,0,0
204,1703323093624,1,1,0
204,1703499835278,4,1,0
204,1703739251299,1,2,0
204,1703739553923,1,3,0
204,1703739761920,3,3,0
204,1703919109469,4,2,0
204,1704343015543,1,2,0
204,1704343318475,1,3,0
204,1704343361487,1,3,0
204,1704343392901,3,3,0
204,1704602489010,4,2,0
204,1705233370592,1,2,0
204,1705233575334,3,3,0
204,1705466760894,3,2,0
204,1705811243233,1,2,0
204,1705811351787,2,3,0
204,1705811357926,3,3,0
204,1705984674595,2,2,0
204,1706244016315,3,2,0
204,1706603943626,3,2,4000
205,1703501687985,4,0,0
205,1704090807670,4,2,0
206,1703503300408,4,0,0
206,1704095742958,4,2,0
207,1703501754113,4,0,0
207,1704207257233,4,2,0
208,1703501673403,4,0,0
208,1704095727920,4,2,0
209,1703503347849,4,0,0
209,1704207334849,4,2,0
210,1703314789765,4,0,0
210,1704090704468,4,2,0
211,1703503331288,4,0,0
211,1704090867835,4,2,0
212,1703314794932,4,0,0
212,1704090708759,4,2,0
213,1703503397759,4,0,0
213,1704207341529,4,2,0
214,1703314804082,4,0,0
214,1703918649853,4,2,0
215,1703503315866,4,0,0
215,1704207328555,4,2,0
216,1703314472249,4,0,0
216,1704008525799,4,2,0
217,1703503357384,4,0,0
217,1704207337974,4,2,0
218,1703501987019,4,0,0
218,1704207260672,4,2,0
219,1703503377746,4,0,0
219,1704095824035,4,2,0
220,1703503359336,4,0,0
220,1704095798641,4,2,0
221,1703314517963,4,0,0
221,1703918596913,4,2,0
222,1703501651534,4,0,0
222,1704095720090,2,2,0
222,1705125800549,3,2,0
223,1703503314060,1,0,0
223,1703503509793,1,1,0
223,1703503583821,4,1,0
223,1703739309979,3,2,0
223,1704206753975,1,2,0
223,1704207058047,4,3,0
223,1704529620623,3,2,0
223,1705035205284,4,2,0
223,1706337041013,3,2,0
224,1703314525216,4,0,0
224,1703918628887,4,2,0
225,1703503350024,4,0,0
225,1704090889150,4,2,0
226,1703501982814,1,0,0
226,1703503128316,4,1,0
226,1703739286925,4,2,0
226,1704427457962,4,2,0
227,1703503395286,1,0,0
227,1703503538781,2,1,0
227,1703503784670,1,1,0
227,1703503922142,1,1,0
227,1703503931003,1,1,0
227,1703503940336,2,1,0
227,1703504030899,3,1,0
227,1703653216736,1,2,0
227,1703653488846,2,3,0
227,1703653642281,4,3,0
227,1703919482189,4,2,0
227,1704602712693,3,2,0
227,1705924555736,4,2,0
228,1703503343751,4,0,0
228,1704207331953,4,2,0
229,1703501752088,1,0,0
229,1703502143617,3,1,0
229,1703653122162,1,2,0
229,1703653428345,3,3,0
229,1703918226615,3,2,0
229,1704207170409,2,2,0
229,1704529716228,1,2,0
229,1704529854110,3,3,0
229,1704709130110,4,2,0
229,1705125803405,3,2,0
229,1705811208427,4,2,0
230,1703314520394,4,0,0
230,1704008532962,4,2,0
231,1703503380418,1,0,0
231,1703503525487,1,1,0
231,1703503607659,1,1,0
231,1703503667583,1,1,0
231,1703503729675,1,1,0
231,1703503756624,1,1,0
231,1703503762950,1,1,0
231,1703503769647,1,1,0
231,1703503778604,1,1,0
231,1703503782892,1,1,0
231,1703503916064,1,1,0
231,1703503926270,1,1,0
231,1703503933677,1,1,0
231,1703503966142,1,1,0
231,1703503976371,2,1,0
231,1703504034338,1,1,0
231,1703504038109,3,1,0
231,1703653227572,1,2,0
231,1703653499747,1,3,0
231,1703653534154,1,3,0
231,1703653555124,1,3,0
231,1703653578286,1,3,0
231,1703653588022,3,3,0
231,1703918460364,3,2,0
231,1704207178306,1,2,0
231,1704207482869,1,3,0
231,1704207563418,2,3,0
231,1704207567288,3,3,0
231,1704343323600,1,2,0
231,1704343374195,1,3,0
231,1704343399008,1,3,0
231,1704343404143,3,3,0
231,1704529294115,1,2,0
231,1704529614437,1,3,0
231,1704529804796,1,3,0
231,1704529861795,3,3,0
231,1704709137713,1,2,0
231,1704709205635,2,3,0
231,1704709218349,3,3,0
231,1704894398419,1,2,0
231,1704894561023,3,3,0
231,1705035228192,2,2,0
231,1705233427508,1,2,0
231,1705233627466,1,3,0
231,1705233637213,3,3,0
231,1705381351030,2,2,0
231,1705552476758,3,2,0
231,1705811211993,2,2,0
231,1705984646981,3,2,0
231,1706244013229,2,2,0
231,1706504544025,3,2,0
232,1705811233582,4,2,0
232,1703503123796,2,0,0
232,1703503515143,3,1,0
232,1703653133570,3,2,0
232,1704091151675,1,2,0
232,1704095517613,4,3,0
232,1704343237384,3,2,0
232,1704775405174,3,2,0
233,1703503384072,1,0,0
233,1703503530069,3,1,0
233,1703653157502,4,2,0
233,1704206794296,4,2,0
234,1703314582586,4,0,0
234,1704090676612,4,2,0
235,1703503336499,4,0,0
235,1704090877573,4,2,0
236,1703503387068,1,0,0
236,1703503535640,1,1,0
236,1703503612729,1,1,0
236,1703503675691,1,1,0
236,1703503733247,2,1,0
236,1703504007255,1,1,0
236,1703504027285,3,1,0
236,1703653199846,1,2,0
236,1703653483093,2,3,0
236,1703653622087,1,3,0
236,1703653639198,1,3,0
236,1703653645140,1,3,0
236,1703653651346,3,3,0
236,1703918469389,2,2,0
236,1704095602628,1,2,0
236,1704095923384,2,3,0
236,1704096687327,1,3,0
236,1704097089121,4,3,0
236,1704343302668,1,2,0
236,1704343354178,4,3,0
236,1704602475080,1,2,0
236,1704602772486,1,3,0
236,1704602806005,1,3,0
236,1704602813811,3,3,0
236,1704775436163,1,2,0
236,1704775496866,1,3,0
236,1704775508847,3,3,0
236,1704947580075,3,2,0
236,1705233266932,1,2,0
236,1705233572253,3,3,0
236,1705381347063,3,2,0
236,1705639158251,1,2,0
236,1705639182310,3,3,0
236,1705811221752,1,2,0
236,1705811348272,4,3,0
236,1706071262660,2,2,0
236,1706244033026,2,2,0
236,1706422831264,1,2,0
236,1706423147032,1,3,0
236,1706423460249,1,3,0
236,1706424371180,4,3,0
236,1706693376351,1,2,10000
236,1706693724915,4,3,3000
237,1706244594392,4,2,0
237,1703501742311,3,0,0
237,1703503172703,2,1,0
237,1703503460343,4,1,0
237,1703918721507,4,2,0
238,1703503338015,4,0,0
238,1704090881204,4,2,0
239,1703327459826,4,0,0
239,1704008555959,4,2,0
240,1703314467584,4,0,0
240,1704090654770,4,2,0
241,1703503339666,4,0,0
241,1704090885232,4,2,0
242,1703501657415,4,0,0
242,1704095725686,3,2,0
242,1705811340648,3,2,0
243,1703503333099,4,0,0
243,1704095792861,4,2,0
244,1703503341670,4,0,0
244,1704207330164,4,2,0
245,1703314835626,4,0,0
245,1703918656203,4,2,0
246,1703503335015,4,0,0
246,1704090873434,4,2,0
247,1703314526792,4,0,0
247,1704090658907,4,2,0
248,1703503375860,4,0,0
248,1704095805056,4,2,0
249,1703503354779,4,0,0
249,1704207336440,4,2,0
250,1703314574544,3,0,0
250,1703327465652,4,1,0
250,1703650569562,4,2,0
250,1705639066172,4,2,0
251,1703314822730,1,0,0
251,1703323099934,4,1,0
251,1703551879296,4,2,0
251,1704343325521,4,2,0
252,1703503363701,4,0,0
252,1704095800337,4,2,0
253,1703314523450,4,0,0
253,1704008538543,4,2,0
254,1703503346413,4,0,0
254,1704095796831,4,2,0
255,1703323081215,1,0,0
255,1703499830832,1,1,0
255,1703501676461,4,1,0
255,1703739268477,2,2,0
255,1703918792694,1,2,0
255,1703919154578,1,3,0
255,1704008604233,4,3,0
255,1704257056051,3,2,0
255,1704529311903,1,2,0
255,1704529618616,1,3,0
255,1704529808469,1,3,0
255,1704529863984,3,3,0
255,1704709140905,3,2,0
255,1704947600082,3,2,0
255,1705293310495,3,2,0
255,1705293316207,3,2,0
255,1705924530033,4,2,0
256,1703314428933,4,0,0
