review_time,card_id,review_rating,review_duration,review_state
1527627746384,1446463529183,3,14295,2
1505056278425,1446463529185,3,6744,0
1505145822980,1446463529185,3,5763,1
1506557304131,1446463529185,3,2627,2
1513783891036,1446463529185,3,3309,2
1527529973354,1446463529185,3,18041,2
1543226203846,1446463529185,3,3965,2
1505170084090,1446463529186,3,4003,0
1505261898132,1446463529186,3,6937,1
1505751873853,1446463529186,4,7434,2
1508080982448,1446463529186,3,13040,2
1516745422734,1446463529186,3,22279,2
1505056477185,1446463529188,3,60000,0
1505145843297,1446463529188,3,14812,1
1505751682299,1446463529188,3,16906,2
1506647858862,1446463529188,3,21016,2
1516485828109,1446463529188,2,19547,2
1521537534947,1446463529188,3,26457,2
1505170106036,1446463529189,1,21937,0
1505170199296,1446463529189,3,22378,1
1505262022200,1446463529189,3,13447,1
1506467134570,1446463529189,1,31372,2
1506467772913,1446463529189,3,13567,3
1506513709192,1446463529189,3,20065,2
1507808181893,1446463529189,3,11824,2
1513801295510,1446463529189,2,16315,2
1517261839816,1446463529189,2,18075,2
1521330300806,1446463529189,3,14730,2
1541067647052,1446463529189,1,15677,2
1541067723252,1446463529189,2,10478,4
1541067883836,1446463529189,2,11171,4
1541068128127,1446463529189,2,17944,4
1541068286375,1446463529189,2,6911,4
1541068364151,1446463529189,2,12161,4
1505170118852,1446463529191,3,12808,0
1505261947117,1446463529191,1,12730,1
1505262175835,1446463529191,3,6694,1
1505262936421,1446463529191,3,8336,1
1505751782179,1446463529191,3,8797,2
1506557325419,1446463529191,3,7993,2
1508081185453,1446463529191,3,16078,2
1516664391990,1446463529191,3,7374,2
1490135728335,1446463529192,1,13914,0
1490135845695,1446463529192,3,15148,1
1490136499005,1446463529192,3,13749,1
1505170374361,1446463529192,1,52863,1
1505170464760,1446463529192,3,16286,1
1505262074908,1446463529192,3,14273,1
1506647676704,1446463529192,1,38308,2
1506648288796,1446463529192,3,12411,3
1507490478975,1446463529192,1,17584,2
1507762861587,1446463529192,3,23423,3
1513799882667,1446463529192,2,21006,2
1516745360370,1446463529192,3,18875,2
1521117613256,1446463529192,3,13631,2
1529245364230,1446463529192,3,18552,2
1505170125581,1446463529194,3,6722,0
1505261822152,1446463529194,3,5213,1
1505751901689,1446463529194,4,11814,2
1508081013689,1446463529194,3,7823,2
1516486861760,1446463529194,2,22016,2
1527474869604,1446463529194,3,11182,2
1543096569847,1446463529194,3,6918,2
1490135739056,1446463529195,3,3191,0
1490136485250,1446463529195,3,4619,1
1505170428746,1446463529195,3,6062,1
1505262055264,1446463529195,3,3473,1
1506467710632,1446463529195,3,20178,2
1513875490569,1446463529195,3,4105,2
1527530241830,1446463529195,3,5835,2
1543226398523,1446463529195,3,5002,2
1505170135665,1446463529197,3,10049,0
1505261924978,1446463529197,3,4875,1
1506463862050,1446463529197,3,4468,2
1508147454526,1446463529197,3,12268,2
1516554365346,1446463529197,3,7499,2
1490135744299,1446463529198,1,5235,0
1490135853252,1446463529198,3,3218,1
1490136557910,1446463529198,3,5334,1
1505170435516,1446463529198,3,6765,1
1505262060591,1446463529198,3,5310,1
1505751787031,1446463529198,3,4839,2
1506647725541,1446463529198,3,4367,2
1516324033602,1446463529198,3,26270,2
1505170156367,1446463529200,3,20697,0
1505261882192,1446463529200,3,26443,1
1506467403804,1446463529200,3,35914,2
1513783817684,1446463529200,3,21046,2
1527537930121,1446463529200,3,12539,2
1543226217838,1446463529200,3,13976,2
1490135763283,1446463529201,3,18979,0
1490136442357,1446463529201,3,15484,1
1505170448465,1446463529201,1,12939,1
1505170550392,1446463529201,1,11365,1
1505255615887,1446463529201,1,18240,1
1505262119890,1446463529201,3,12203,1
1505262832044,1446463529201,3,10996,1
1505751824648,1446463529201,3,13134,2
1506557313892,1446463529201,3,9751,2
1508147554851,1446463529201,3,23647,2
1516664614505,1446463529201,3,10080,2
1505170162196,1446463529203,3,5792,0
1505261891183,1446463529203,3,8975,1
1505751690419,1446463529203,3,8106,2
1506647764915,1446463529203,3,39359,2
1516324127215,1446463529203,3,4847,2
1490135767270,1446463529204,3,3980,0
1490136451648,1446463529204,1,9285,1
1490136519426,1446463529204,3,3258,1
1490230350168,1446463529204,3,4752,1
1505170486730,1446463529204,3,21953,1
1505262080555,1446463529204,3,5633,1
1506378801079,1446463529204,3,5325,2
1508081102422,1446463529204,3,4518,2
1516665182385,1446463529204,3,5135,2
1505170176912,1446463529206,3,14710,0
1505261967418,1446463529206,3,11470,1
1505751883843,1446463529206,4,9980,2
1508080784070,1446463529206,3,5779,2
1516552304712,1446463529206,3,12721,2
1490135780582,1446463529207,3,13306,0
1490136480623,1446463529207,1,17658,1
1490136579990,1446463529207,1,22053,1
1490138669073,1446463529207,1,15493,1
1490230363305,1446463529207,1,13126,1
1490230448226,1446463529207,3,11481,1
1490231070894,1446463529207,3,14348,1
1505170515790,1446463529207,1,17309,1
1505170613051,1446463529207,1,17836,1
1505261807553,1446463529207,1,15391,1
1505262169130,1446463529207,1,26111,1
1505262254927,1446463529207,3,11100,1
1505262890544,1446463529207,3,13793,1
1506379263793,1446463529207,1,24612,2
1506462924785,1446463529207,1,22163,3
1506463614296,1446463529207,3,13638,3
1507763932232,1446463529207,1,9844,2
1507807596058,1446463529207,1,11075,3
1507808363680,1446463529207,3,11830,3
1513783738960,1446463529207,1,9934,2
1513799580798,1446463529207,1,9155,3
1513800222331,1446463529207,3,16669,3
1516745495453,1446463529207,1,21255,2
1516746113328,1446463529207,1,10920,3
1516746862732,1446463529207,3,17772,3
1516835208073,1446463529207,3,10455,2
1517479172226,1446463529207,1,21476,2
1517479812123,1446463529207,3,31460,3
1517560533553,1446463529207,3,12273,2
1517996392292,1446463529207,3,25810,2
1518533580901,1446463529207,3,7799,2
1519568386864,1446463529207,3,7564,2
1520994422577,1446463529207,3,12419,2
1527380181472,1446463529207,3,9227,2
1505170222872,1446463529209,3,23566,0
1505262034909,1446463529209,3,12687,1
1505751738035,1446463529209,3,10568,2
1506647837836,1446463529209,3,8036,2
1516324481411,1446463529209,1,2640,2
1516485048890,1446463529209,3,7192,3
1516745757650,1446463529209,3,16827,2
1517262134439,1446463529209,3,14251,2
1518469093465,1446463529209,3,15348,2
1521248715427,1446463529209,3,13864,2
1527642943171,1446463529209,3,15737,2
1490135805472,1446463529210,1,24882,0
1490136109602,1446463529210,1,28769,1
1490136277665,1446463529210,3,19312,1
1490230169564,1446463529210,1,60000,1
1490230377937,1446463529210,3,14621,1
1490231091825,1446463529210,3,20910,1
1505170589405,1446463529210,1,19664,1
1505261792144,1446463529210,1,19673,1
1505262143006,1446463529210,3,17864,1
1505262793303,1446463529210,1,19937,1
1505262876740,1446463529210,3,15620,1
1505263561504,1446463529210,3,28200,1
1506379287633,1446463529210,3,19309,2
1508081047209,1446463529210,1,15882,2
1508081665487,1446463529210,1,12967,3
1508116750223,1446463529210,1,13297,3
1508117427045,1446463529210,3,21835,3
1513799673810,1446463529210,1,14665,2
1513800293570,1446463529210,3,13833,3
1516552760373,1446463529210,2,13845,2
1517479402915,1446463529210,2,21619,2
1518520993504,1446463529210,3,15501,2
1520119665598,1446463529210,3,12597,2
1522867976028,1446463529210,2,14596,2
1527539180396,1446463529210,3,9638,2
1505263391205,1446463529212,3,8781,0
1505385913009,1446463529212,3,8315,1
1505947963915,1446463529212,3,9030,2
1506463873979,1446463529212,3,11913,2
1508147106643,1446463529212,3,14748,2
1516552335888,1446463529212,3,5740,2
1490231909055,1446463529213,1,27558,0
1490231977221,1446463529213,3,2532,1
1490234367500,1446463529213,3,2316,1
1505263609295,1446463529213,3,3618,1
1505386147430,1446463529213,3,3700,1
1505751889855,1446463529213,4,6002,2
1508080887875,1446463529213,3,14215,2
1516665076576,1446463529213,3,4897,2
1505263402328,1446463529215,3,11111,0
1505386037341,1446463529215,3,10641,1
1506467416559,1446463529215,3,8088,2
1513799716790,1446463529215,3,10369,2
1527627364888,1446463529215,3,10815,2
1543226224283,1446463529215,3,6427,2
1490231933303,1446463529216,1,8661,0
1490232039884,1446463529216,3,17700,1
1490234386272,1446463529216,1,12682,1
1490234484992,1446463529216,3,16226,1
1490235129985,1446463529216,3,10541,1
1505263623157,1446463529216,3,13850,1
1505386171711,1446463529216,3,15399,1
1505751923218,1446463529216,1,15944,2
1505946668432,1446463529216,1,20460,3
1505947693989,1446463529216,3,11073,3
1506378814195,1446463529216,3,13100,2
1507808406582,1446463529216,1,12782,2
1508079757278,1446463529216,3,13312,3
1516324092630,1446463529216,1,15402,2
1516324730141,1446463529216,3,13348,3
1516664706207,1446463529216,3,10444,2
1516929115416,1446463529216,3,15832,2
1517479872658,1446463529216,1,13631,2
1517531388915,1446463529216,3,21292,3
1517560670159,1446463529216,3,11306,2
1517996596223,1446463529216,1,9321,2
1518042429776,1446463529216,1,60000,3
1518043241348,1446463529216,3,15485,3
1518269978137,1446463529216,3,10811,2
1518532402642,1446463529216,3,11134,2
1518992064677,1446463529216,3,7587,2
1519647022130,1446463529216,3,10650,2
1520819443400,1446463529216,3,9021,2
1522862143730,1446463529216,3,16190,2
1527725184831,1446463529216,3,11502,2
1505263408675,1446463529218,3,6335,0
1505386026682,1446463529218,3,7176,1
1505751936054,1446463529218,4,6133,2
1507763659515,1446463529218,3,5434,2
1516664255594,1446463529218,3,3285,2
1490231945122,1446463529219,3,11809,0
1490234373567,1446463529219,3,6059,1
1505263630532,1446463529219,3,7366,1
1505386211270,1446463529219,3,5141,1
1505948016716,1446463529219,3,5038,2
1506557293087,1446463529219,3,4938,2
1508147570403,1446463529219,3,6610,2
1516554069967,1446463529219,3,11574,2
1505263414155,1446463529221,3,5467,0
1505386045092,1446463529221,3,3722,1
1505947946515,1446463529221,3,3442,2
1506467408454,1446463529221,3,4638,2
1513800150415,1446463529221,3,3655,2
1527538900658,1446463529221,3,6292,2
1505263636496,1446463529222,3,5952,0
1505386206095,1446463529222,3,3166,1
1505751743765,1446463529222,3,5719,2
1506378598890,1446463529222,3,5292,2
1508080920756,1446463529222,3,4403,2
1516552441052,1446463529222,3,3545,2
1505263422225,1446463529224,3,8052,0
1505386049485,1446463529224,3,4381,1
1505947943060,1446463529224,3,3796,2
1506557317420,1446463529224,3,3523,2
1513783908782,1446463529224,3,3631,2
1527537917577,1446463529224,3,4882,2
1543095296934,1446463529224,3,18707,2
1505263641142,1446463529225,3,4631,0
1505386195022,1446463529225,3,4450,1
1505751907260,1446463529225,4,5535,2
1507808035357,1446463529225,3,7647,2
1516746127952,1446463529225,3,4838,2
1505263442412,1446463529227,3,20169,0
1505386120088,1446463529227,3,23723,1
1506647829787,1446463529227,1,16815,2
1506648440265,1446463529227,3,8100,3
1507763846803,1446463529227,3,12017,2
1516485972824,1446463529227,2,13639,2
1520821347321,1446463529227,3,8828,2
1490232022164,1446463529228,1,22351,0
1490234217275,1446463529228,1,33530,1
1490234406185,1446463529228,1,13013,1
1490234514302,1446463529228,3,18630,1
1490235221730,1446463529228,3,8694,1
1505263654962,1446463529228,1,13807,1
1505385762220,1446463529228,1,30676,1
1505386258024,1446463529228,1,15543,1
1505386371288,1446463529228,3,25591,1
1505422004890,1446463529228,3,18555,1
1505751854829,1446463529228,1,17944,2
1505946647947,1446463529228,3,15148,3
1506379332623,1446463529228,3,26636,2
1507808139109,1446463529228,2,21568,2
1513800590702,1446463529228,1,17763,2
1513801212056,1446463529228,3,13160,3
1516745894030,1446463529228,2,16731,2
1517560875901,1446463529228,3,24266,2
1519153054762,1446463529228,3,8794,2
1521458309430,1446463529228,3,20603,2
1527627868743,1446463529228,3,17325,2
1505263446559,1446463529230,3,4125,0
1505386019494,1446463529230,3,4004,1
1505947901302,1446463529230,3,5325,2
1506467533714,1446463529230,3,3953,2
1513875311514,1446463529230,3,3560,2
1527627162541,1446463529230,3,10648,2
1543226231860,1446463529230,3,7559,2
1490232068328,1446463529231,3,9338,0
1490234390433,1446463529231,3,4151,1
1505263659157,1446463529231,3,4177,1
1505386198284,1446463529231,3,3250,1
1505752002564,1446463529231,4,3137,2
1513799689240,1446463529231,3,2877,2
1527539322781,1446463529231,3,4220,2
1505263458952,1446463529233,1,12381,0
1505263567836,1446463529233,3,6318,1
1505386190532,1446463529233,1,18810,1
1505386291729,1446463529233,1,18730,1
1505386378838,1446463529233,3,7538,1
1505422019279,1446463529233,3,9002,1
1505752210481,1446463529233,1,13213,2
1505946675241,1446463529233,3,6796,3
1506379221231,1446463529233,3,8201,2
1508146996369,1446463529233,3,6723,2
1516834916340,1446463529233,3,3747,2
1490232074747,1446463529234,1,6412,0
1490234236147,1446463529234,1,8287,1
1490234412432,1446463529234,1,6233,1
1490234495656,1446463529234,3,10646,1
1490235210208,1446463529234,1,11682,1
1490235295076,1446463529234,3,8644,1
1490236017212,1446463529234,3,12145,1
1505948659603,1446463529234,4,6097,1
1506463857553,1446463529234,3,9780,2
1508080828462,1446463529234,3,9342,2
1516664446755,1446463529234,3,6904,2
1505263671711,1446463529236,1,12542,0
1505385798223,1446463529236,3,25500,1
1505386471091,1446463529236,3,20975,1
1505751979695,1446463529236,4,14646,2
1508146905609,1446463529236,1,22763,2
1508147525102,1446463529236,3,12385,3
1516323972813,1446463529236,3,25200,2
1527725287511,1446463529236,3,11903,2
1490234468687,1446463529237,1,17681,0
1490234569847,1446463529237,1,21216,1
1490234651143,1446463529237,3,16668,1
1490235394801,1446463529237,3,15032,1
1505948675968,1446463529237,4,16342,1
1506467529749,1446463529237,1,14085,2
1506468142338,1446463529237,1,12580,3
1506468820183,1446463529237,3,10611,3
1506513681258,1446463529237,3,22389,2
1513875440055,1446463529237,1,11269,2
1516054315486,1446463529237,1,11693,3
1516055070831,1446463529237,3,9601,3
1516664747221,1446463529237,3,13394,2
1517262251113,1446463529237,2,11154,2
1517996008272,1446463529237,1,10483,2
1518042267001,1446463529237,1,28461,3
1518043014543,1446463529237,3,9862,3
1518270205023,1446463529237,1,14592,2
1518467516338,1446463529237,3,11331,3
1518533124783,1446463529237,3,10349,2
1518826310032,1446463529237,3,9241,2
1519170506176,1446463529237,3,8909,2
1519647032996,1446463529237,3,10848,2
1520471436937,1446463529237,3,7429,2
1521458714660,1446463529237,3,12340,2
1522870280308,1446463529237,3,11571,2
1527538695415,1446463529237,3,9478,2
1505263683620,1446463529239,1,11891,0
1505385810812,1446463529239,3,6963,1
1505386505986,1446463529239,3,3577,1
1505752235082,1446463529239,4,6003,2
1508080544040,1446463529239,3,4815,2
1516486919941,1446463529239,3,3629,2
1490234518024,1446463529240,3,3717,0
1490235244093,1446463529240,3,3157,1
1505948679264,1446463529240,4,3281,1
1506467776368,1446463529240,3,3440,2
1513799728687,1446463529240,3,3352,2
1527538182210,1446463529240,3,3200,2
1505263695913,1446463529242,3,12280,0
1505386242468,1446463529242,3,19610,1
1505751945604,1446463529242,4,9537,2
1513783938062,1446463529242,3,8588,2
1527627803993,1446463529242,3,6019,2
1490234532034,1446463529243,1,14001,0
1490234619300,1446463529243,3,11713,1
1490235379764,1446463529243,3,14327,1
1505948691760,1446463529243,4,12483,1
1506467103184,1446463529243,3,30805,2
1508147512705,1446463529243,3,13036,2
1516664523328,1446463529243,1,11935,2
1516665133182,1446463529243,3,8171,3
1516745729271,1446463529243,3,10250,2
1517261696546,1446463529243,3,19834,2
1518270306243,1446463529243,3,8548,2
1520214189717,1446463529243,3,7950,2
1527538516455,1446463529243,3,8807,2
1505263704940,1446463529245,3,9013,0
1505386222843,1446463529245,3,11562,1
1505751993265,1446463529245,4,13463,2
1508147416726,1446463529245,3,9939,2
1516745312229,1446463529245,3,5732,2
1490234548621,1446463529246,1,16581,0
1490234634451,1446463529246,3,15141,1
1490235274256,1446463529246,3,11368,1
1505948707899,1446463529246,4,16106,1
1506467613164,1446463529246,1,19396,2
1506468244301,1446463529246,3,9209,3
1506647800689,1446463529246,3,9060,2
1507807959855,1446463529246,3,15825,2
1516552185862,1446463529246,3,7430,2
1528412787827,1446463529246,3,17333,2
1505948715999,1446463529248,4,8083,0
1506467721513,1446463529248,3,3722,2
1508147029083,1446463529248,3,4674,2
1516554351580,1446463529248,3,4677,2
1490234574688,1446463529249,3,4835,0
1490235279625,1446463529249,3,5357,1
1506468625834,1446463529249,4,7771,1
1508080414514,1446463529249,3,3603,2
1516664194314,1446463529249,3,3225,2
1505948732438,1446463529251,4,16421,0
1506467423914,1446463529251,3,7337,2
1513799737145,1446463529251,3,8449,2
1527474795598,1446463529251,3,8216,2
1543096845641,1446463529251,3,5954,2
1490234586802,1446463529252,1,12091,0
1490234661546,1446463529252,3,10395,1
1490235353739,1446463529252,3,7027,1
1506468677558,1446463529252,4,47415,1
1507808253217,1446463529252,3,9263,2
1516486402836,1446463529252,3,10003,2
1505948761697,1446463529254,4,29245,0
1506378566716,1446463529254,3,21512,2
1513799774657,1446463529254,3,22838,2
1527528908594,1446463529254,3,16945,2
1490234607575,1446463529255,1,20759,0
1490234693256,1446463529255,1,13460,1
1490234783622,1446463529255,3,11849,1
1490235420084,1446463529255,3,15694,1
1506468716651,1446463529255,1,26543,1
1506468793249,1446463529255,4,8719,1
1507763588948,1446463529255,1,17733,2
1507807539096,1446463529255,3,11984,3
1516323914707,1446463529255,1,9147,2
1516324524052,1446463529255,1,9095,3
1516485065600,1446463529255,3,11394,3
1516745381143,1446463529255,1,20763,2
1516745996350,1446463529255,3,8311,3
1516834983256,1446463529255,3,10756,2
1517261728610,1446463529255,3,8674,2
1517708740803,1446463529255,3,7815,2
1518533222313,1446463529255,3,16037,2
1520131586831,1446463529255,3,14950,2
1522867620640,1446463529255,1,23801,2
1522868565536,1446463529255,3,13355,3
1527469284450,1446463529255,1,16206,2
1527470044338,1446463529255,1,11743,3
1527470794151,1446463529255,1,13059,3
1527471444858,1446463529255,3,13736,3
1527643051791,1446463529255,1,16801,2
1527724086805,1446463529255,3,12095,3
1527902016291,1446463529255,3,9467,2
1528253467596,1446463529255,1,50921,2
1528412347783,1446463529255,3,1290,3
1528596582278,1446463529255,3,8596,2
1529245629369,1446463529255,3,22359,2
1541067768683,1446463529255,1,11529,2
1541067847282,1446463529255,2,8269,4
1541067985411,1446463529255,2,7870,4
1541068195795,1446463529255,2,10723,4
1541068313957,1446463529255,2,6444,4
1541068389421,1446463529255,2,7269,4
1566909643360,1446463529255,3,45703,2
1505948766848,1446463529257,4,5131,0
1506467458055,1446463529257,3,6219,2
1508147325538,1446463529257,3,10041,2
1516487117694,1446463529257,3,6082,2
1490322500078,1446463529258,3,3367,0
1490323168370,1446463529258,1,6890,1
1490323235163,1446463529258,3,5503,1
1490323907923,1446463529258,3,3870,1
1506468738264,1446463529258,4,5243,1
1507808194061,1446463529258,3,6147,2
1513801218601,1446463529258,3,6534,2
1527472087059,1446463529258,1,9483,2
1527474539520,1446463529258,3,5240,3
1527540271895,1446463529258,3,6275,2
1527901975151,1446463529258,3,5002,2
1528413045048,1446463529258,3,4555,2
1529371944276,1446463529258,3,54362,2
1506468769965,1446463529260,4,31689,0
1508080695481,1446463529260,3,4419,2
1516486316058,1446463529260,3,6848,2
1529636420472,1446463529260,3,5879,2
1490322508258,1446463529261,3,8165,0
1490323229647,1446463529261,3,10772,1
1506469123859,1446463529261,3,12517,1
1506469842747,1446463529261,3,37804,1
1506647423115,1446463529261,3,11236,2
1508147480659,1446463529261,1,26122,2
1508188423263,1446463529261,3,6069,3
1513800630366,1446463529261,2,13286,2
1516746015889,1446463529261,2,10797,2
1519170357832,1446463529261,1,1970,2
1519179433786,1446463529261,3,6447,3
1519568050924,1446463529261,3,6559,2
1520132520397,1446463529261,3,9101,2
1521119248179,1446463529261,3,8975,2
1522868574405,1446463529261,3,8851,2
1527540057583,1446463529261,1,9458,2
1527540680377,1446463529261,3,12167,3
1527643120442,1446463529261,3,9947,2
1527902173416,1446463529261,3,5848,2
1528252958370,1446463529261,3,6314,2
1528757421633,1446463529261,3,9044,2
1529446786024,1446463529261,3,7805,2
1566986443244,1446463529261,3,18220,2
1506468809562,1446463529263,4,16301,0
1507808435259,1446463529263,3,5424,2
1516664454335,1446463529263,3,7569,2
1490322528103,1446463529264,1,19835,0
1490322624020,1446463529264,1,17667,1
1490322747544,1446463529264,3,14523,1
1490323423055,1446463529264,3,17127,1
1506469158764,1446463529264,3,17832,1
1506469910963,1446463529264,1,32062,1
1506470008277,1446463529264,1,21851,1
1506512763004,1446463529264,3,30506,1
1506513410526,1446463529264,3,9278,1
1507490444232,1446463529264,1,42906,2
1507762838135,1446463529264,1,22934,3
1507763468275,1446463529264,3,11189,3
1513783769775,1446463529264,2,14258,2
1516746038517,1446463529264,3,14907,2
1521853404716,1446463529264,3,10605,2
1506468908889,1446463529266,3,60000,0
1506469611731,1446463529266,3,2675,1
1507808073157,1446463529266,3,4560,2
1516552264799,1446463529266,3,17572,2
1540950351485,1446463529266,1,7760,2
1540950416533,1446463529266,1,4674,4
1540950495942,1446463529266,2,3494,4
1540950565818,1446463529266,2,2718,4
1540950707354,1446463529266,2,3322,4
1540950843733,1446463529266,2,9855,4
1540950966332,1446463529266,2,4334,4
1540951050107,1446463529266,2,3117,4
1566815890687,1446463529266,3,14542,2
1490322956454,1446463529267,3,9381,0
1490323578491,1446463529267,3,8476,1
1506469166827,1446463529267,3,8046,1
1506469929032,1446463529267,3,12980,1
1508080708901,1446463529267,1,13398,2
1508081319677,1446463529267,3,6235,3
1513875561816,1446463529267,3,42917,2
1520290739772,1446463529267,3,6197,2
1506468933781,1446463529269,3,15821,0
1506469572538,1446463529269,3,7975,1
1506557288143,1446463529269,3,10138,2
1508080490892,1446463529269,3,8717,2
1516486345169,1446463529269,2,10720,2
1520291045649,1446463529269,3,4871,2
1528928476719,1446463529269,3,9551,2
1490322581120,1446463529270,1,16342,0
1490322690262,1446463529270,1,36335,1
1490322789457,1446463529270,3,9407,1
1490323465865,1446463529270,1,16734,1
1490323564877,1446463529270,3,9608,1
1490628941618,1446463529270,3,12125,1
1506469182362,1446463529270,3,15522,1
1506469878883,1446463529270,3,27006,1
1507490387301,1446463529270,1,15869,2
1507762815185,1446463529270,3,26786,3
1513799849565,1446463529270,2,11141,2
1516665225151,1446463529270,3,7068,2
1522847523897,1446463529270,3,7963,2
1506468969561,1446463529272,3,12668,0
1506469710274,1446463529272,3,4118,1
1507763595187,1446463529272,3,6223,2
1516552163600,1446463529272,3,15218,2
1529537709966,1446463529272,3,7659,2
1490322588487,1446463529273,1,7313,0
1490322703229,1446463529273,3,12949,1
1490323449117,1446463529273,1,11907,1
1490323555260,1446463529273,3,8177,1
1490628922134,1446463529273,1,8317,1
1490747939105,1446463529273,1,15653,1
1490748083968,1446463529273,3,9983,1
1490748764527,1446463529273,3,10039,1
1506469191198,1446463529273,3,8820,1
1506469851863,1446463529273,3,9106,1
1506647638383,1446463529273,3,5548,2
1508080587939,1446463529273,2,9372,2
1516486107920,1446463529273,1,31541,2
1516486777294,1446463529273,3,10750,3
1516746023600,1446463529273,1,7684,2
1516746639772,1446463529273,3,5505,3
1516834969190,1446463529273,3,4590,2
1517262329062,1446463529273,2,6532,2
1517531444320,1446463529273,1,10536,2
1517532069274,1446463529273,3,8613,3
1517560692577,1446463529273,3,11606,2
1517996308697,1446463529273,1,21255,2
1518042308589,1446463529273,3,5315,3
1518270181914,1446463529273,3,10795,2
1518532877581,1446463529273,3,4935,2
1518826220536,1446463529273,3,6352,2
1519571693885,1446463529273,3,60000,2
1520290964284,1446463529273,3,4536,2
1521329790351,1446463529273,3,4256,2
1522870402033,1446463529273,3,6052,2
1527538364147,1446463529273,3,8218,2
1506468984468,1446463529275,3,14894,0
1506469609047,1446463529275,3,3088,1
1507763571201,1446463529275,3,8171,2
1516664324923,1446463529275,3,3646,2
1529246236789,1446463529275,3,5447,2
1490322593519,1446463529276,3,5024,0
1490323237778,1446463529276,3,2607,1
1506469195925,1446463529276,3,4713,1
1506469969721,1446463529276,3,28942,1
1508147184407,1446463529276,3,5255,2
1516551887910,1446463529276,3,4449,2
1506469213057,1446463529278,3,17095,0
1506469940762,1446463529278,3,11713,1
1507490461380,1446463529278,3,11480,2
1516486305624,1446463529278,3,6012,2
1529371768954,1446463529278,3,7594,2
1490322606348,1446463529279,1,12819,0
1490322722744,1446463529279,3,12407,1
